Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2018-08-31;50,104;50,38;50,104;50,171;1.131,00
2018-08-30;50,104;50,29;50,104;50,106;4.592,00
2018-08-29;50,134;50,39;50,101;50,105;5.632,00
2018-08-28;50,20;50,34;50,12;50,34;682,00
2018-08-27;50,272;50,28;50,271;50,271;65,00
2018-08-24;50,281;50,31;50,281;50,31;525,00
2018-08-23;50,271;50,50;50,271;50,31;1.291,00
2018-08-22;50,32;50,32;50,271;50,271;1.395,00
2018-08-21;50,30;50,35;50,25;50,31;1.660,00
2018-08-20;50,27;50,40;50,261;50,40;2.290,00
2018-08-17;50,295;50,38;50,255;50,258;2.933,00
2018-08-16;50,28;50,40;50,251;50,29;3.516,00
2018-08-15;50,45;50,69;50,305;50,33;1.909,00
2018-08-14;50,40;50,50;50,325;50,333;10.781,00
2018-08-13;50,58;50,58;50,302;50,40;4.217,00
2018-08-10;50,28;50,45;50,28;50,45;400,00
2018-08-09;50,433;50,433;50,21;50,22;1.129,00
2018-08-08;50,50;50,50;50,31;50,31;5.305,00
2018-08-07;50,414;50,42;50,414;50,415;2.704,00
2018-08-06;50,41;50,50;50,40;50,50;1.985,00
2018-08-03;50,354;50,528;50,354;50,371;2.102,00
2018-08-02;50,35;50,355;50,35;50,355;641,00
2018-08-01;50,464;50,55;50,264;50,55;1.198,00
2018-07-31;50,59;50,60;50,454;50,454;715,00
2018-07-30;50,40;50,475;50,40;50,46;299,00
2018-07-27;50,251;50,60;50,251;50,361;1.714,00
2018-07-26;50,47;50,475;50,255;50,301;660,00
2018-07-25;50,55;50,55;50,48;50,48;294,00
2018-07-24;50,50;50,55;50,50;50,52;2.850,00
2018-07-23;50,65;50,65;50,501;50,51;2.146,00
2018-07-20;50,454;50,80;50,454;50,80;1.377,00
2018-07-19;50,40;50,55;50,40;50,46;1.701,00
2018-07-18;50,201;50,75;50,201;50,75;841,00
2018-07-17;51,60;51,75;51,31;51,42;2.650,00
2018-07-16;51,10;51,55;51,10;51,55;675,00
2018-07-13;51,10;51,35;50,911;51,054;1.357,00
2018-07-12;50,90;51,39;50,90;51,00;2.104,00
2018-07-11;50,714;51,305;50,714;51,305;708,00
2018-07-10;50,72;50,82;50,72;50,82;1.163,00
2018-07-09;50,42;51,11;50,40;51,10;955,00
2018-07-06;51,11;51,11;51,10;51,10;945,00
2018-07-05;50,93;51,21;50,706;51,02;3.065,00
2018-07-04;50,88;50,914;50,88;50,914;816,00
2018-07-03;51,20;51,595;50,70;51,00;2.194,00
2018-07-02;50,68;51,20;50,68;51,20;1.691,00
2018-06-29;50,904;51,15;50,904;51,15;1.763,00
2018-06-28;50,85;51,09;50,85;50,90;3.721,00
2018-06-27;50,751;50,98;50,751;50,77;2.670,00
2018-06-26;50,564;50,71;50,564;50,71;717,00
2018-06-25;50,83;50,955;50,36;50,95;2.001,00
2018-06-22;50,48;50,71;50,361;50,71;928,00
2018-06-21;50,57;50,60;50,48;50,60;3.168,00
2018-06-20;50,44;50,55;50,44;50,55;2.675,00
2018-06-19;50,50;50,58;50,29;50,425;6.367,00
2018-06-18;50,40;50,41;50,00;50,23;5.874,00
2018-06-15;50,404;50,50;50,404;50,404;873,00
2018-06-14;50,38;50,59;50,321;50,40;1.803,00
2018-06-13;50,704;50,727;50,225;50,375;2.100,00
2018-06-12;50,754;50,77;50,70;50,70;1.765,00
2018-06-11;50,75;50,78;50,75;50,768;2.715,00
2018-06-08;50,90;51,085;50,36;50,864;7.758,00
2018-06-07;50,84;50,841;50,77;50,77;2.783,00
2018-06-06;50,80;51,10;50,80;51,10;2.081,00
2018-06-05;51,00;51,00;50,715;50,76;4.657,00
2018-06-04;50,751;51,00;50,71;50,715;4.217,00
2018-06-01;51,00;51,00;49,75;50,00;1.721,00
2018-05-31;50,812;50,90;50,81;50,82;981,00
2018-05-30;50,81;50,86;50,81;50,85;1.602,00
2018-05-29;50,95;50,95;50,92;50,92;679,00
2018-05-28;51,05;51,15;50,904;50,914;1.616,00
2018-05-25;50,95;51,055;50,95;51,055;512,00
2018-05-24;50,825;51,25;50,81;51,25;2.028,00
2018-05-23;50,98;51,10;50,98;51,10;1.966,00
2018-05-22;51,004;51,01;50,818;51,00;1.762,00
2018-05-18;51,00;51,01;51,00;51,00;717,00
2018-05-17;50,844;51,20;50,844;51,00;1.664,00
2018-05-16;50,86;51,25;50,81;51,25;3.460,00
2018-05-15;50,78;50,855;50,78;50,855;915,00
2018-05-14;50,71;50,781;50,71;50,781;1.581,00
2018-05-11;50,824;51,20;50,60;50,66;5.242,00
2018-05-10;50,824;50,824;50,824;50,824;0,00
2018-05-09;50,814;50,82;50,814;50,815;171,00
2018-05-08;51,15;51,15;50,801;50,81;2.758,00
2018-05-07;50,865;50,868;50,864;50,868;569,00
2018-05-04;50,925;50,925;50,864;50,864;138,00
2018-05-03;50,844;51,05;50,844;51,05;506,00
2018-05-02;50,80;50,80;50,80;50,80;1.439,00
2018-04-30;50,905;50,905;50,70;50,80;1.637,00
2018-04-27;50,701;51,03;50,701;51,03;402,00
2018-04-26;50,80;50,98;50,63;50,66;6.610,00
2018-04-25;50,554;50,60;50,554;50,60;223,00
2018-04-24;50,401;50,401;50,401;50,401;500,00
2018-04-23;50,254;50,33;50,254;50,33;1.494,00
2018-04-20;50,215;50,40;50,215;50,255;511,00
2018-04-19;50,164;50,22;50,164;50,22;447,00
2018-04-18;50,101;50,25;50,101;50,25;6.605,00
2018-04-17;50,37;50,37;50,105;50,20;6.922,00
2018-04-16;50,20;50,34;50,18;50,18;5.096,00
2018-04-13;50,001;50,075;50,001;50,02;503,00
2018-04-12;50,10;50,114;49,71;49,71;6.433,00
2018-04-11;50,004;50,014;50,004;50,014;1.100,00
2018-04-10;50,13;50,13;50,00;50,00;1.138,00
2018-04-09;50,14;50,145;49,98;50,01;1.753,00
2018-04-06;50,01;50,11;49,985;49,985;3.057,00
2018-04-05;50,004;50,08;50,00;50,07;1.607,00
2018-04-04;50,057;50,25;49,955;49,955;3.293,00
2018-04-03;50,00;50,00;49,91;49,91;132,00
2018-03-29;50,05;50,20;50,00;50,01;1.828,00
2018-03-28;50,00;50,055;50,00;50,05;1.957,00
2018-03-27;50,05;50,20;50,01;50,02;3.626,00
2018-03-26;50,05;50,11;50,05;50,05;3.528,00
2018-03-23;50,07;50,19;50,054;50,055;3.110,00
2018-03-22;50,05;50,05;50,05;50,05;0,00
2018-03-21;50,055;50,08;50,05;50,05;847,00
2018-03-20;50,034;50,21;50,034;50,10;4.783,00
2018-03-19;50,02;50,25;50,018;50,018;428,00
2018-03-16;50,05;50,10;50,02;50,09;2.300,00
2018-03-15;50,077;50,20;50,01;50,01;4.551,00
2018-03-14;50,006;50,21;50,006;50,20;1.358,00
2018-03-13;50,11;50,20;50,002;50,002;2.743,00
2018-03-12;49,855;50,21;49,855;50,20;1.524,00
2018-03-09;50,154;50,22;49,855;49,855;3.080,00
2018-03-08;50,20;50,20;49,95;49,95;2.079,00
2018-03-07;50,17;50,21;50,00;50,21;1.616,00
2018-03-06;50,20;50,20;50,15;50,20;1.030,00
2018-03-05;50,114;50,25;50,11;50,11;2.731,00
2018-03-02;50,064;50,11;50,064;50,11;548,00
2018-03-01;50,05;50,44;50,05;50,055;1.829,00
2018-02-28;49,85;50,02;49,85;50,02;138,00
2018-02-27;50,00;50,01;50,00;50,00;1.030,00
2018-02-26;49,95;50,02;49,95;50,02;2.842,00
2018-02-23;49,85;50,29;49,85;49,875;1.707,00
2018-02-22;49,805;50,00;49,805;50,00;5.365,00
2018-02-21;49,754;50,19;49,754;49,80;1.520,00
2018-02-20;49,91;49,91;49,755;49,755;704,00
2018-02-19;49,90;49,95;49,75;49,80;1.445,00
2018-02-16;50,00;50,05;49,63;50,05;2.549,00
2018-02-15;49,38;49,70;49,374;49,70;5.766,00
2018-02-14;49,55;49,645;49,35;49,645;2.491,00
2018-02-13;49,354;49,354;49,32;49,321;732,00
2018-02-12;49,35;49,41;49,25;49,35;3.017,00
2018-02-09;49,204;49,61;49,204;49,50;9.747,00
2018-02-08;49,31;49,34;49,03;49,21;7.164,00
2018-02-07;49,36;49,515;49,081;49,11;3.541,00
2018-02-06;49,61;49,70;49,30;49,31;2.194,00
2018-02-05;49,80;49,80;49,61;49,61;1.787,00
2018-02-02;49,81;49,95;49,81;49,95;1.170,00
2018-02-01;49,75;49,82;49,75;49,80;304,00
2018-01-31;49,81;49,82;49,755;49,755;1.393,00
2018-01-30;49,90;50,00;49,80;50,00;5.066,00
2018-01-29;50,01;50,01;49,81;49,91;2.039,00
2018-01-26;50,15;50,23;50,11;50,11;3.587,00
2018-01-25;50,30;50,35;50,10;50,155;4.320,00
2018-01-24;50,301;50,58;50,301;50,305;1.854,00
2018-01-23;50,325;50,55;50,325;50,37;13.557,00
2018-01-22;50,314;50,654;50,185;50,35;1.788,00
2018-01-19;50,20;50,25;50,20;50,25;559,00
2018-01-18;50,054;50,35;50,054;50,30;4.206,00
2018-01-17;50,01;50,15;50,01;50,055;381,00
2018-01-16;49,734;50,195;49,734;50,06;1.583,00
2018-01-15;49,71;50,19;49,71;49,73;2.605,00
2018-01-12;49,66;49,68;49,654;49,68;1.786,00
2018-01-11;49,985;49,985;49,651;49,651;8.297,00
2018-01-10;49,524;50,00;49,524;49,581;4.295,00
2018-01-09;49,534;49,74;49,411;49,515;5.396,00
2018-01-08;49,67;49,67;49,25;49,65;6.613,00
2018-01-05;49,55;49,61;49,55;49,60;1.240,00
2018-01-04;49,334;49,36;49,334;49,35;1.787,00
2018-01-03;49,22;49,57;49,22;49,57;4.783,00
2018-01-02;49,71;49,71;49,00;49,22;2.961,00
2017-12-29;49,70;49,70;49,63;49,66;1.605,00
2017-12-28;49,57;49,99;49,57;49,63;2.879,00
2017-12-27;49,75;49,75;49,551;49,57;1.388,00
2017-12-22;50,011;50,011;49,502;49,90;4.399,00
2017-12-21;50,22;50,28;50,014;50,014;5.710,00
2017-12-20;50,25;50,26;50,215;50,215;2.182,00
2017-12-19;50,51;50,51;50,066;50,26;231,00
2017-12-18;50,204;50,204;50,204;50,204;1.234,00
2017-12-15;50,20;50,25;50,20;50,25;217,00
2017-12-14;50,35;50,53;50,20;50,20;3.720,00
2017-12-13;50,404;50,69;50,201;50,69;2.691,00
2017-12-12;50,37;50,42;50,35;50,404;746,00
2017-12-11;50,20;50,40;50,20;50,39;4.796,00
2017-12-08;50,03;50,25;50,03;50,25;2.090,00
2017-12-07;50,00;50,546;50,00;50,05;3.559,00
2017-12-06;50,02;50,24;50,02;50,24;2.107,00
2017-12-05;50,044;50,54;50,026;50,30;7.351,00
2017-12-04;50,256;50,256;50,035;50,035;3.838,00
2017-12-01;49,404;49,919;49,404;49,76;1.210,00
2017-11-30;49,32;49,37;49,32;49,37;200,00
2017-11-29;49,264;49,31;49,264;49,31;213,00
2017-11-28;49,33;49,67;49,20;49,67;1.370,00
2017-11-27;49,45;49,455;49,45;49,45;309,00
2017-11-24;49,454;49,80;49,424;49,43;1.748,00
2017-11-23;49,45;49,50;49,45;49,47;647,00
2017-11-22;49,15;49,425;49,15;49,425;76,00
2017-11-21;49,75;49,754;49,111;49,111;1.615,00
2017-11-20;49,922;49,922;49,53;49,571;999,00
2017-11-17;49,80;49,80;49,75;49,80;1.044,00
2017-11-16;49,804;49,852;49,804;49,82;104,00
2017-11-15;49,85;49,85;49,65;49,804;3.335,00
2017-11-14;49,704;50,268;49,704;49,815;292,00
2017-11-13;50,05;50,05;49,522;49,524;2.058,00
2017-11-10;49,954;49,954;49,94;49,95;1.204,00
2017-11-09;49,874;50,096;49,874;50,00;773,00
2017-11-08;50,05;50,08;49,80;50,08;4.385,00
2017-11-07;50,03;50,10;50,03;50,10;665,00
2017-11-06;50,06;50,40;50,03;50,09;8.205,00
2017-11-03;50,06;50,25;50,055;50,25;1.631,00
2017-11-02;50,111;50,24;50,022;50,05;2.590,00
2017-11-01;50,011;50,45;50,011;50,40;3.007,00
2017-10-30;50,11;50,11;50,104;50,104;2,00
2017-10-27;50,10;50,28;49,81;50,28;876,00
2017-10-26;50,20;50,21;49,95;49,95;4.091,00
2017-10-25;50,274;50,48;50,20;50,21;1.986,00
2017-10-24;50,364;50,50;50,21;50,23;4.015,00
2017-10-23;50,50;50,50;50,37;50,37;668,00
2017-10-20;50,15;50,19;50,15;50,19;279,00
2017-10-19;50,37;50,37;50,11;50,11;735,00
2017-10-18;50,286;50,35;50,286;50,35;302,00
2017-10-17;50,53;50,53;50,12;50,28;526,00
2017-10-16;50,36;50,514;50,36;50,514;1.952,00
2017-10-13;50,335;50,35;50,335;50,35;317,00
2017-10-12;50,374;50,45;50,157;50,45;3.516,00
2017-10-11;50,38;50,38;50,375;50,38;195,00
2017-10-10;50,20;50,60;50,20;50,484;2.742,00
2017-10-09;50,68;50,68;50,15;50,54;2.900,00
2017-10-06;50,37;50,37;50,361;50,37;851,00
2017-10-05;50,50;50,552;50,37;50,37;2.472,00
2017-10-04;50,511;50,70;50,511;50,534;1.538,00
2017-10-02;50,844;50,844;50,353;50,47;1.862,00
2017-09-29;50,90;50,90;50,72;50,72;780,00
2017-09-28;50,72;50,864;50,72;50,815;339,00
2017-09-27;50,87;51,00;50,864;50,864;1.562,00
2017-09-26;50,90;50,901;50,82;50,88;1.401,00
2017-09-25;51,00;51,15;50,725;50,90;5.329,00
2017-09-22;50,714;50,736;50,714;50,73;2.507,00
2017-09-21;50,701;50,90;50,701;50,71;2.464,00
2017-09-20;50,724;51,02;50,724;50,744;5.185,00
2017-09-19;50,79;50,98;50,73;50,73;654,00
2017-09-18;50,724;50,906;50,71;50,906;1.482,00
2017-09-15;50,834;50,834;50,72;50,72;795,00
2017-09-14;50,80;50,80;50,50;50,71;3.489,00
2017-09-13;50,98;50,98;50,98;50,98;20,00
2017-09-12;50,36;50,966;50,36;50,57;2.836,00
2017-09-11;50,83;50,84;50,83;50,84;1.431,00
2017-09-08;50,42;50,95;50,42;50,95;2.521,00
2017-09-07;50,47;50,524;50,47;50,52;1.640,00
2017-09-06;50,45;50,50;50,45;50,47;209,00
2017-09-05;50,356;50,38;50,356;50,38;1.355,00
2017-09-04;50,356;50,455;50,354;50,45;2.402,00
2017-09-01;50,40;50,40;50,351;50,36;1.279,00
2017-08-31;50,354;50,355;50,354;50,355;75,00
2017-08-30;50,355;50,38;50,355;50,38;1.020,00
2017-08-29;50,354;50,355;50,354;50,355;101,00
2017-08-28;50,355;50,355;50,354;50,355;117,00
2017-08-25;50,30;50,36;50,30;50,36;790,00
2017-08-24;50,351;50,50;50,15;50,30;2.078,00
2017-08-23;50,21;50,254;50,00;50,254;135,00
2017-08-22;50,114;50,24;50,11;50,24;3.314,00
2017-08-21;49,974;50,38;49,974;50,11;1.788,00
2017-08-18;50,03;50,29;49,955;49,965;285,00
2017-08-17;49,854;50,26;49,854;50,10;4.994,00
2017-08-16;49,90;49,90;49,814;49,814;700,00
2017-08-15;49,724;49,87;49,724;49,87;62,00
2017-08-14;50,00;50,00;49,80;49,80;15.176,00
2017-08-11;49,95;50,00;49,81;49,86;1.151,00
2017-08-10;49,96;50,00;49,801;49,84;7.837,00
2017-08-09;49,95;50,21;49,95;50,21;936,00
2017-08-08;50,35;50,35;50,00;50,00;1.539,00
2017-08-07;49,95;49,97;49,95;49,955;820,00
2017-08-04;49,924;49,96;49,924;49,95;289,00
2017-08-03;49,90;50,05;49,71;49,93;1.046,00
2017-08-02;49,80;49,80;49,66;49,66;980,00
2017-08-01;49,80;49,80;49,614;49,795;794,00
2017-07-31;49,80;49,97;49,501;49,501;3.950,00
2017-07-28;49,694;49,74;49,66;49,66;909,00
2017-07-27;49,72;49,854;49,665;49,695;4.445,00
2017-07-26;49,724;49,996;49,724;49,88;900,00
2017-07-25;49,95;49,95;49,51;49,77;2.155,00
2017-07-24;49,904;50,09;49,904;50,09;792,00
2017-07-21;49,88;50,09;49,88;49,91;709,00
2017-07-20;50,11;50,11;49,625;49,82;3.759,00
2017-07-19;49,80;50,22;49,80;50,15;1.122,00
2017-07-18;51,15;51,15;50,951;50,97;10,00
2017-07-17;51,124;51,124;51,12;51,12;1.018,00
2017-07-14;51,124;51,13;51,124;51,13;37,00
2017-07-13;51,13;51,13;51,13;51,13;432,00
2017-07-12;51,124;51,124;51,12;51,12;640,00
2017-07-11;51,144;51,144;51,10;51,124;1.310,00
2017-07-10;51,12;51,12;51,114;51,12;744,00
2017-07-07;51,11;51,12;51,11;51,12;856,00
2017-07-06;51,054;51,30;51,054;51,124;3.014,00
2017-07-05;51,21;51,31;51,154;51,154;779,00
2017-07-04;51,10;51,54;51,06;51,54;1.373,00
2017-07-03;51,07;51,09;51,07;51,08;1.311,00
2017-06-30;51,15;51,16;51,055;51,07;1.218,00
2017-06-29;51,154;51,16;51,154;51,16;824,00
2017-06-28;51,17;51,39;51,155;51,155;1.358,00
2017-06-27;51,154;51,16;51,154;51,16;841,00
2017-06-26;51,20;51,50;51,16;51,16;722,00
2017-06-23;51,26;51,26;51,18;51,18;148,00
2017-06-22;51,20;51,53;51,20;51,22;1.084,00
2017-06-21;51,05;51,10;51,05;51,075;938,00
2017-06-20;51,21;51,21;51,07;51,07;329,00
2017-06-19;51,18;51,18;50,97;51,15;565,00
2017-06-16;50,98;50,99;50,98;50,99;295,00
2017-06-15;50,97;51,18;50,954;51,18;1.815,00
2017-06-14;51,05;51,05;51,00;51,00;1.317,00
2017-06-13;51,04;51,04;51,01;51,01;416,00
2017-06-12;51,02;51,044;51,004;51,044;706,00
2017-06-09;51,00;51,04;51,00;51,01;2.030,00
2017-06-08;51,055;51,055;51,01;51,02;760,00
2017-06-07;50,90;51,14;50,90;51,12;855,00
2017-06-06;51,20;51,20;50,90;50,98;2.323,00
2017-06-02;50,90;51,20;50,90;51,20;1.103,00
2017-06-01;50,91;51,02;50,90;50,90;1.498,00
2017-05-31;51,00;51,02;50,91;50,91;1.777,00
2017-05-30;51,01;51,05;51,01;51,05;29,00
2017-05-29;51,02;51,05;51,00;51,01;1.789,00
2017-05-26;51,01;51,03;51,00;51,03;1.848,00
2017-05-25;51,12;51,12;51,00;51,00;200,00
2017-05-24;51,00;51,28;50,85;51,28;2.404,00
2017-05-23;50,86;51,06;50,86;51,00;1.994,00
2017-05-22;51,40;51,40;50,835;50,835;1.262,00
2017-05-19;50,70;51,104;50,70;51,104;599,00
2017-05-18;50,95;51,14;50,69;51,14;2.009,00
2017-05-17;50,95;50,95;50,95;50,95;0,00
2017-05-16;51,02;51,23;51,02;51,075;1.953,00
2017-05-15;50,98;51,49;50,95;51,20;2.437,00
2017-05-12;51,094;51,20;51,094;51,10;3.268,00
2017-05-11;51,09;51,515;51,09;51,11;1.538,00
2017-05-10;51,325;51,325;51,10;51,10;200,00
2017-05-09;51,234;51,48;51,234;51,325;317,00
2017-05-08;51,114;51,271;51,114;51,22;1.427,00
2017-05-05;51,25;51,36;51,00;51,15;1.467,00
2017-05-04;51,35;51,77;51,274;51,274;1.747,00
2017-05-03;51,22;51,25;51,22;51,25;225,00
2017-05-02;51,45;51,464;51,21;51,21;637,00
2017-04-28;51,51;51,51;51,51;51,51;118,00
2017-04-27;51,554;51,60;51,55;51,60;1.604,00
2017-04-26;51,56;51,56;51,56;51,56;98,00
2017-04-25;51,60;51,82;51,554;51,56;2.347,00
2017-04-24;51,56;51,65;51,56;51,65;515,00
2017-04-21;51,554;51,57;51,554;51,56;1.517,00
2017-04-20;51,563;51,57;51,56;51,57;349,00
2017-04-19;51,426;51,70;51,426;51,69;553,00
2017-04-18;51,17;51,44;51,17;51,44;275,00
2017-04-13;51,30;51,361;51,13;51,13;495,00
2017-04-12;51,016;51,545;51,016;51,545;1.989,00
2017-04-11;51,225;51,40;51,001;51,01;1.726,00
2017-04-10;51,30;51,30;51,01;51,10;4.898,00
2017-04-07;51,50;51,53;51,02;51,53;890,00
2017-04-06;50,831;51,35;50,831;51,35;1.979,00
2017-04-05;51,09;51,10;50,95;50,95;1.995,00
2017-04-04;51,00;51,40;51,00;51,25;2.547,00
2017-04-03;51,08;51,586;51,01;51,02;2.045,00
2017-03-31;51,656;51,656;51,16;51,19;4.980,00
2017-03-30;51,40;51,53;50,922;51,53;2.555,00
2017-03-29;51,434;51,434;51,37;51,37;1.885,00
2017-03-28;51,876;51,876;51,434;51,434;745,00
2017-03-27;51,40;51,41;51,36;51,41;1.385,00
2017-03-24;51,39;51,65;51,36;51,65;704,00
2017-03-23;51,35;51,50;51,35;51,50;219,00
2017-03-22;51,401;51,86;51,40;51,60;2.698,00
2017-03-21;51,401;51,41;51,401;51,41;1.055,00
2017-03-20;51,401;51,50;51,36;51,41;2.023,00
2017-03-17;51,51;51,89;51,42;51,88;1.416,00
2017-03-16;51,503;51,89;51,503;51,55;3.946,00
2017-03-15;51,533;51,71;51,413;51,60;6.604,00
2017-03-14;51,704;51,996;51,55;51,55;4.451,00
2017-03-13;51,996;51,996;51,654;51,71;841,00
2017-03-10;51,85;51,85;51,80;51,80;716,00
2017-03-09;51,754;52,09;51,754;52,09;1.996,00
2017-03-08;51,655;52,00;51,655;52,00;3.458,00
2017-03-07;51,701;52,18;51,66;51,66;1.844,00
2017-03-06;51,534;51,56;51,534;51,56;793,00
2017-03-03;51,53;51,53;51,53;51,53;0,00
2017-03-02;51,55;51,77;51,534;51,534;1.893,00
2017-03-01;51,676;51,70;51,55;51,55;1.169,00
2017-02-28;51,776;51,776;51,52;51,55;3.009,00
2017-02-27;51,50;51,75;51,26;51,75;694,00
2017-02-24;51,25;51,78;51,25;51,78;426,00
2017-02-23;51,60;51,914;51,21;51,26;3.878,00
2017-02-22;51,665;51,85;51,62;51,62;5.375,00
2017-02-21;51,60;51,94;51,60;51,625;1.168,00
2017-02-20;51,90;51,90;50,92;51,61;1.771,00
2017-02-17;51,90;51,95;51,89;51,91;617,00
2017-02-16;52,00;52,18;51,89;52,01;505,00
2017-02-15;52,00;52,19;51,86;52,19;909,00
2017-02-14;51,605;52,195;51,605;52,195;5.851,00
2017-02-13;51,38;52,00;51,354;51,59;5.910,00
2017-02-10;51,15;51,70;50,97;51,69;7.392,00
2017-02-09;50,894;50,911;50,894;50,911;300,00
2017-02-08;50,89;51,25;50,89;51,25;1.944,00
2017-02-07;50,734;51,05;50,734;50,87;5.242,00
2017-02-06;50,88;50,96;50,70;50,72;4.886,00
2017-02-03;50,754;50,88;50,73;50,75;1.200,00
2017-02-02;50,704;51,00;50,704;51,00;1.903,00
2017-02-01;50,65;50,71;50,65;50,71;45,00
2017-01-31;50,63;50,785;50,63;50,66;1.545,00
2017-01-30;50,658;50,75;50,605;50,62;2.904,00
2017-01-27;50,54;50,69;50,534;50,534;1.262,00
2017-01-26;50,50;50,75;50,50;50,52;3.350,00
2017-01-25;50,98;50,98;50,50;50,50;19.900,00
2017-01-24;50,40;50,95;50,40;50,72;3.871,00
2017-01-23;50,65;50,99;50,41;50,55;7.474,00
2017-01-20;50,59;50,65;50,59;50,64;4.566,00
2017-01-19;50,85;50,85;50,60;50,61;2.519,00
2017-01-18;50,70;50,76;50,37;50,37;5.319,00
2017-01-17;50,43;51,05;50,43;50,762;2.336,00
2017-01-16;50,411;50,65;50,411;50,62;1.668,00
2017-01-13;50,51;50,64;50,31;50,31;2.964,00
2017-01-12;50,50;50,698;50,50;50,63;6.211,00
2017-01-11;50,696;50,696;50,524;50,524;910,00
2017-01-10;50,60;50,69;50,203;50,32;2.343,00
2017-01-09;50,37;50,76;50,36;50,76;2.759,00
2017-01-06;50,35;50,35;50,35;50,35;0,00
2017-01-05;50,40;50,79;50,352;50,55;8.259,00
2017-01-04;50,30;50,495;50,30;50,41;1.540,00
2017-01-03;50,16;50,26;50,16;50,26;1.300,00
2017-01-02;50,20;50,49;49,82;50,49;1.346,00
2016-12-30;50,495;50,50;49,80;50,49;2.407,00
2016-12-29;50,304;50,499;50,26;50,49;990,00
2016-12-28;50,03;50,495;50,03;50,495;1.300,00
2016-12-27;50,14;50,49;50,14;50,49;203,00
2016-12-23;50,10;50,495;50,10;50,495;611,00
2016-12-22;49,75;50,095;49,53;50,00;10.106,00
2016-12-21;49,154;49,646;49,154;49,646;800,00
2016-12-20;49,16;49,63;49,15;49,16;785,00
2016-12-19;49,356;49,93;49,151;49,151;3.445,00
2016-12-16;49,35;50,00;49,35;49,50;451,00
2016-12-15;49,41;49,904;49,10;49,591;3.154,00
2016-12-14;49,652;49,99;49,36;49,36;2.650,00
2016-12-13;49,81;49,99;49,516;49,99;2.886,00
2016-12-12;49,81;50,00;49,81;49,81;939,00
2016-12-09;50,06;50,11;50,054;50,06;2.637,00
2016-12-08;50,34;50,375;49,88;50,06;7.662,00
2016-12-07;50,11;50,37;50,105;50,23;1.386,00
2016-12-06;50,39;50,396;49,92;49,92;1.096,00
2016-12-05;50,136;50,48;50,112;50,12;1.285,00
2016-12-02;50,274;50,48;50,12;50,48;3.195,00
2016-12-01;50,124;50,301;50,124;50,30;1.236,00
2016-11-30;50,124;50,70;50,124;50,30;5.315,00
2016-11-29;50,024;50,114;50,024;50,061;796,00
2016-11-28;50,49;50,49;50,02;50,02;693,00
2016-11-25;49,744;50,236;49,744;50,236;1.529,00
2016-11-24;49,739;49,739;49,739;49,739;85,00
2016-11-23;49,754;49,754;49,73;49,73;50,00
2016-11-22;50,10;50,10;49,72;49,80;1.944,00
2016-11-21;49,90;50,197;49,40;50,197;1.876,00
2016-11-18;50,714;50,714;50,05;50,05;2.667,00
2016-11-17;50,504;50,518;50,504;50,518;75,00
2016-11-16;50,53;50,75;50,53;50,714;640,00
2016-11-15;50,514;50,80;50,514;50,52;1.485,00
2016-11-14;50,31;50,31;50,31;50,31;187,00
2016-11-11;50,40;50,401;50,40;50,401;650,00
2016-11-10;50,80;50,80;50,44;50,44;196,00
2016-11-09;50,424;50,424;50,32;50,32;919,00
2016-11-08;50,06;50,42;50,06;50,41;1.946,00
2016-11-07;49,80;50,217;49,715;49,76;2.703,00
2016-11-04;49,86;49,90;49,80;49,90;1.324,00
2016-11-03;50,25;50,30;49,855;49,855;770,00
2016-11-02;49,834;49,834;49,764;49,83;989,00
2016-10-31;49,894;49,94;49,894;49,94;226,00
2016-10-28;49,89;50,37;49,89;50,37;167,00
2016-10-27;49,874;50,30;49,874;50,29;2.323,00
2016-10-26;49,864;49,87;49,864;49,87;751,00
2016-10-25;49,855;50,35;49,852;49,87;1.812,00
2016-10-24;49,89;50,025;49,52;49,86;1.684,00
2016-10-21;49,90;50,00;49,90;49,90;2.769,00
2016-10-20;50,39;50,39;49,904;49,91;1.641,00
2016-10-19;49,664;50,399;49,664;50,399;1.485,00
2016-10-18;49,66;49,68;49,66;49,68;30,00
2016-10-17;49,666;50,10;49,666;50,10;1.967,00
2016-10-14;50,00;50,00;49,66;49,66;529,00
2016-10-13;49,796;50,00;49,55;50,00;2.570,00
2016-10-12;49,75;49,75;49,50;49,55;2.313,00
2016-10-11;49,641;49,68;49,154;49,68;207,00
2016-10-10;49,15;49,15;49,15;49,15;0,00
2016-10-07;49,26;49,45;48,922;49,00;3.252,00
2016-10-06;49,26;49,40;48,814;49,40;1.949,00
2016-10-05;48,00;48,786;48,00;48,786;1.066,00
2016-10-04;47,50;48,245;47,20;47,804;24.762,00
2016-09-30;49,211;49,211;48,50;48,985;7.266,00
2016-09-29;49,50;49,999;49,29;49,30;8.540,00
2016-09-28;50,393;50,393;49,52;50,00;4.582,00
2016-09-27;50,50;50,50;50,26;50,27;875,00
2016-09-26;50,496;50,53;50,28;50,50;3.830,00
2016-09-23;50,151;50,18;50,151;50,18;67,00
2016-09-22;50,62;50,62;49,85;50,10;3.846,00
2016-09-21;50,654;50,986;50,61;50,90;2.545,00
2016-09-20;50,614;50,986;50,614;50,64;2.715,00
